"sample_date","approved_site_name","latitude","longitude","location_type","disease_present","pisaster_ochraceus","pycnopodia_helianthoides","pisaster_giganteus","pisaster_brevispinus","evasterias","patiria","strongylocentrotus_purpuratus","species_no_disease_evident","species_disease_evident","name","affiliation","additional_information","add_to_map"
"2015-10-07","Allyn Town Dock","47.383227","-122.8265","dock","no","no","species not observed","species not observed","no","no","species not observed","species not observed","NONE (no additional sea stars observed showing NO disease symptoms);","NONE (no additional sea stars observed showing disease symptoms);","Mark Nayer",,"Entered by Laura Anderson","yes"
"2017-02-06","Allyn Town Dock","47.383227","-122.8265","dock","no","no","species not observed","species not observed","no","no","species not observed","species not observed","NONE","NONE","Mark Nayer","Mark Nayer",NULL,"yes"
"2017-08-04","Allyn Town Dock","47.383227","-122.8265","dock","yes","yes","species not observed","species not observed","yes","yes","species not observed","species not observed","NONE","NONE","Mark Nayer","Mark Nayer",NULL,"yes"
"2016-05-02","Almar","36.951386","-122.042283","rocky intertidal","yes","yes","species not observed","species not observed","species not observed","species not observed","species not observed","species not observed","NONE (no additional sea stars observed showing NO disease symptoms);","NONE (no additional sea stars observed showing disease symptoms);","John Pearse","LiMPETS","As I mentioned in my earlier message I also saw stars at the LiMPETS sites at Davenport Landing and Almar Avenue last week. I am enclosing some photos of the stars for your information. The first four photos for Almar were taken during a visit on 30 April. We did not count them but saw quite a few moderate sized animals that were probably survivors of the SSWD and we also saw the small one (photo number 4). We returned again yesterday (2 May) and the students from Mission College did a thorough count. I don't recall how many they found (they haven't recorded it yet) but it was considerable and we can say the stars are returning. Most were also moderately sized but they found one very small one-- with diseased spots. That one is in the Almar photos 5 and 6. Ã¢â‚¬â€¹Entered by MR from email.","yes"
"2014-09-01","Althrop Point","50.4496","-125.753","subtidal","yes","species not observed","species not observed","species not observed","species not observed","yes","species not observed","species not observed","NONE","Solaster spp","Neil McDaniel",,,"yes"
"2018-05-17","Amelia Island","49.302214","-124.152461","rocky intertidal","no","no","species not observed","species not observed","species not observed","species not observed","species not observed","no","NONE (no additional sea stars observed showing NO disease symptoms);","NONE (no additional sea stars observed showing disease symptoms);","Yvonne Leduc",,"These appeared to be the common purple or orange starfish. A few dozen; of different sizes; from small to full size; below the water. **All appeared healthy**. Many sea urchins were also observed on the same rocks. Sea floor drops off quickly here. Anectodally; another kayaker reported to me that on nearby Gerald Island; where the sea floor is shallower; one can see many starfish and other sea life while paddling about. I did not visit Gerald Island that day and have never been there. During my morning paddle in the area; first over to Yeo Island; I had been looking above the water for starfish and hadn't seen any. When I got to this location; the waters were calmer; the tide lower; and the light different and I was able to look below the water surface and see the starfish.","yes"
"2013-07-09","American Camp","48.457314","-123.02222","rocky intertidal","no","no","species not observed","species not observed","species not observed","species not observed","species not observed","species not observed","NONE (no additional sea stars observed showing NO disease symptoms)","NONE (no additional sea stars observed showing disease symptoms)",,"MARINe",,"yes"
"2014-05-29","American Camp","48.457314","-123.02222","rocky intertidal","no","no","species not observed","species not observed","species not observed","species not observed","species not observed","species not observed","Henricia spp.","NONE (no additional sea stars observed showing disease symptoms)","Steve Fradkin","MARINe (Olympic National Park)","submitted by Melissa Miner","yes"
"2014-01-17","Cathedral Cove","34.015871","-119.36837","subtidal","no","no","no","no","no","species not observed","no","species not observed","NONE (no additional sea stars observed showing NO disease symptoms)","NONE (no additional sea stars observed showing disease symptoms)","Jacob Eurich; Carlos Mireles; Derek Stein","California Department of Fish and Wildlife",,"yes"
"2014-01-17","East Fish Camp","34.0045","-119.38578","subtidal","no","no","no","no","no","species not observed","no","species not observed","NONE (no additional sea stars observed showing NO disease symptoms)","NONE (no additional sea stars observed showing disease symptoms)","Jacob Eurich; Carlos Mireles; Derek Stein","California Department of Fish and Wildlife",,"yes"
"2014-01-17","East of Cat Rock","34.004745","-119.41432","subtidal","no","no","no","no","no","species not observed","no","species not observed","NONE (no additional sea stars observed showing NO disease symptoms)","NONE (no additional sea stars observed showing disease symptoms)","Jacob Eurich; Carlos Mireles; Derek Stein","California Department of Fish and Wildlife",,"yes"
"2014-02-04","Fish Bowl","34.01468","-119.43641","subtidal","yes","yes","no","yes","no","species not observed","no","species not observed","NONE (no additional sea stars observed showing NO disease symptoms)","NONE (no additional sea stars observed showing disease symptoms)","Jacob Eurich; Carlos Mireles; Derek Stein","California Department of Fish and Wildlife",,"yes"
"2018-08-07","Fish Bowl","34.01468","-119.43641","subtidal","yes","species not observed","species not observed","no","species not observed","species not observed","yes","no","NONE (no additional sea stars observed showing NO disease symptoms);","NONE (no additional sea stars observed showing disease symptoms);","Katie Koehn (Davis)","UC Santa Barbara; Caselle Lab",,"yes"
"2018-03-01","Anchor Point","33.2671356","-119.48723","rocky intertidal","no","species not observed","species not observed","no","species not observed","species not observed","species not observed","species not observed","NONE","NONE",,"MARINe (UCSC)",,"yes"
"2013-11-04","Anchorage Museum","61.216155","-149.88556","captivity","yes","yes","no","species not observed","species not observed","yes","species not observed","species not observed","Dermasterias imbricata; Leptasterias spp.","NONE (no additional sea stars observed showing disease symptoms)","Nicole Abeln","Anchorage Museum",,"yes"
"2017-05-15","Anchorage Museum","61.216155","-149.88556","captivity","yes","no","no","species not observed","species not observed","no","species not observed","species not observed","NONE (no additional sea stars observed showing NO disease symptoms);","Strongylocentrotus droebachiensis","Nicole Abeln","Anchorage Museum","This urchin has been losing spines for a couple of months. We recently saw that it had large patches with missing spines (see photo). We euthanized this animal. No other animals in the tank are showing symptoms. ","yes"
"2018-06-26","Anderson Island Ferry Terminal","47.184324","-122.677647","rocky intertidal","yes","species not observed","species not observed","species not observed","species not observed","species not observed","species not observed","species not observed","NONE (no additional sea stars observed showing NO disease symptoms);","Dermasterias imbricata;","Spencer Johnson",,"Multiple healthy Dermasterias imbricata were observed along with the one that was found wasted.","yes"
