"","X.1","X","longitude","latitude","begin","end","ID","season","year"
"195",195,195,-120.48605,34.47385,"2003-09-02","2003-11-06","doi:10.6085/AA/JALXXX_015ADCP015R00_20030902.50.1",3,2003
"196",196,196,-119.85566,33.96617,"2007-07-24","2007-11-01","doi:10.6085/AA/MORXXX_015ADCP015R00_20070724.50.2",3,2007
"197",197,197,-122.15845,36.972121,"2001-10-26","2002-01-15","doi:10.6085/AA/SHB001_021ADCP020R00_20011026.50.5",3,2001
"198",198,198,-120.63583,34.86919,"2007-11-05","2008-02-19","doi:10.6085/AA/PTSXXX_015ADCP015R00_20071105.50.1",3,2007
"199",199,199,-124.1264,44.2516,"2002-06-25","2002-07-16","doi:10.6085/AA/SH15CX_015ADCP014R00_20020625.50.1",2,2002
"200",200,200,-124.128332,44.2523,"2004-07-09","2004-09-09","doi:10.6085/AA/SH15XX_015ADCP014R00_20040709.50.3",2,2004
"201",201,201,-121.8996,36.6214,"2006-06-12","2006-08-30","doi:10.6085/AA/HMS001_020ADCP019R00_20060612.50.1",2,2006
"202",202,202,-121.8996,36.6214,"2000-04-24","2000-05-30","doi:10.6085/AA/HMS001_020ADCP019R00_20000421.50.1",1,2000
"203",203,203,-124.074776,44.8418,"2002-08-02","2002-09-04","doi:10.6085/AA/FC15CX_015ADCP014R00_20020802.50.2",2,2002
"204",204,204,-122.08045,36.943421,"2001-04-12","2001-06-18","doi:10.6085/AA/TPT001_018ADCP018R00_20010412.50.2",1,2001
"205",205,205,-119.85566,33.96617,"2006-03-13","2006-06-01","doi:10.6085/AA/MORXXX_015ADCP015R00_20060313.50.2",1,2006
"206",206,206,-119.85566,33.96617,"2008-04-10","2008-07-10","doi:10.6085/AA/MORXXX_015ADCP015R00_20080410.50.3",1,2008
"207",207,207,-119.560033,34.054867,"2007-04-23","2007-05-25","doi:10.6085/AA/SCPXXX_015ADCP015R00_20070423.50.1",1,2007
"208",208,208,-122.08045,36.943421,"2002-01-24","2002-04-16","doi:10.6085/AA/TPT001_018ADCP018R00_20020124.50.2",1,2002
"209",209,209,-121.9448,36.558,"2001-01-17","2001-03-08","doi:10.6085/AA/SWC001_022ADCP021R00_20010117.50.2",3,2001
"210",210,210,-120.63583,34.86919,"2006-03-30","2006-06-12","doi:10.6085/AA/PTSXXX_015ADCP015R00_20060330.50.5",1,2006
"211",211,211,-120.63583,34.86919,"2002-08-29","2002-11-20","doi:10.6085/AA/PTSXXX_015ADCP015R00_20020829.50.2",3,2002
"212",212,212,120.352284,34.059275,"2008-04-03","2008-07-02","doi:10.6085/AA/CUYXXX_015ADCP015R00_20080403.50.1",1,2008
"213",213,213,-121.9448,36.558,"2002-07-29","2002-11-01","doi:10.6085/AA/SWC001_022ADCP021R00_20020729.50.4",3,2002
"214",214,214,-121.8996,36.6214,"2003-02-09","2003-05-05","doi:10.6085/AA/HMS001_020ADCP019R00_20030209.50.1",1,2003
"215",215,215,-120.12842,33.89511,"2007-05-07","2007-08-02","doi:10.6085/AA/SRSXXX_015ADCP015R00_20070507.50.7",2,2007
"216",216,216,-122.15845,36.972121,"2005-01-03","2005-04-01","doi:10.6085/AA/SHB001_021ADCP020R00_20050102.50.2",3,2005
"217",217,217,-124.128432,44.2526,"2000-07-05","2000-09-23","doi:10.6085/AA/SH15XX_015ADCP014R00_20000705.50.4",2,2000
"218",218,218,-124.0238,45.0019,"2001-08-01","2001-09-20","doi:10.6085/AA/CH15CX_015ADCP014R00_20010801.50.1",2,2001
"219",219,219,-124.025515,45.0019,"2001-08-01","2001-09-20","doi:10.6085/AA/CH15CX_015ADCP014R00_20010801.50.4",2,2001
"220",220,220,-120.63535,34.869817,"2003-11-12","2003-11-30","doi:10.6085/AA/PTSXXX_015ADCP015R00_20031112.50.1",3,2003
"221",221,221,-119.55941,34.05559,"2007-09-18","2007-10-18","doi:10.6085/AA/SCPXXX_015ADCP015R00_20070918.50.3",3,2007
"222",222,222,-119.69602,34.0313,"2004-12-20","2005-02-24","doi:10.6085/AA/PELXXX_015ADCP015R00_20041220.50.4",3,2005
"223",223,223,-119.84111,34.06683,"2006-09-26","2006-12-05","doi:10.6085/AA/PROXXX_015ADCP015R00_20060926.50.2",3,2006
"224",224,224,-121.9448,36.5589,"2001-01-17","2001-03-08","doi:10.6085/AA/SWC001_022ADCP021R00_20010117.50.1",3,2001
"225",225,225,-124.0804,44.7795,"2000-07-06","2000-09-21","doi:10.6085/AA/WC15XX_015ADCP014R00_20000706.50.1",2,2000
"226",226,226,-120.6276,34.72602,"2005-07-27","2005-10-21","doi:10.6085/AA/PURXXX_015ADCP015R00_20050727.50.4",3,2005
"227",227,227,-120.63583,34.86919,"2005-11-01","2006-02-22","doi:10.6085/AA/PTSXXX_015ADCP015R00_20051101.50.4",3,2005
"228",228,228,-119.55941,34.05559,"2006-05-04","2006-07-27","doi:10.6085/AA/SCPXXX_015ADCP015R00_20060504.50.2",2,2006
"229",229,229,-122.08045,36.943421,"2001-06-18","2001-08-29","doi:10.6085/AA/TPT001_018ADCP018R00_20010618.50.4",2,2001
"230",230,230,-120.4871,34.47344,"2002-11-27","2003-03-03","doi:10.6085/AA/JALXXX_015ADCP015R00_20021127.50.4",3,2003
"231",231,231,-124.1274,44.2523,"2004-07-09","2004-09-09","doi:10.6085/AA/SH15XX_015ADCP014R00_20040709.50.1",2,2004
"232",232,232,-120.6276,34.72602,"2004-02-12","2004-05-05","doi:10.6085/AA/PURXXX_015ADCP015R00_20040212.50.3",1,2004
"233",233,233,-120.6276,34.72602,"2003-05-29","2003-08-23","doi:10.6085/AA/PURXXX_015ADCP015R00_20030529.50.3",2,2003
"234",234,234,-119.55941,34.05559,"2006-10-31","2007-01-19","doi:10.6085/AA/SCPXXX_015ADCP015R00_20061031.50.3",3,2006
"235",235,235,-124.126832,44.2521,"2001-07-07","2001-09-21","doi:10.6085/AA/SH15CX_015ADCP014R00_20010707.50.3",2,2001
"236",236,236,-119.93203,34.42403,"2001-02-15","2001-04-11","doi:10.6085/AA/ELLXXX_015ADCP015R00_20010215.50.2",1,2001
"237",237,237,-119.69602,34.0313,"2003-12-02","2004-02-24","doi:10.6085/AA/PELXXX_015ADCP015R00_20031202.50.5",3,2004
"238",238,238,-119.69602,34.0313,"2007-09-07","2007-11-28","doi:10.6085/AA/PELXXX_015ADCP015R00_20070907.50.7",3,2007
"239",239,239,-119.69665,34.03065,"2004-04-02","2004-07-02","doi:10.6085/AA/PELXXX_015ADCP015R00_20040402.50.1",1,2004
"240",240,240,-120.63535,34.869817,"2005-07-27","2005-10-21","doi:10.6085/AA/PTSXXX_015ADCP015R00_20050727.50.1",3,2005
"241",241,241,-119.69665,34.03065,"2003-05-12","2003-07-22","doi:10.6085/AA/PELXXX_015ADCP015R00_20030512.50.2",2,2003
"242",242,242,-120.63583,34.86919,"2002-04-23","2002-06-12","doi:10.6085/AA/PTSXXX_015ADCP015R00_20020423.50.3",1,2002
"243",243,243,-124.0574,44.8565,"2005-06-14","2005-08-10","doi:10.6085/AA/LB15CX_015ADCP014R00_20050614.50.3",2,2005
"244",244,244,-119.69602,34.0313,"2007-09-07","2007-11-28","doi:10.6085/AA/PELXXX_015ADCP015R00_20070907.50.8",3,2007
"245",245,245,-122.15845,36.972121,"2001-08-13","2001-10-26","doi:10.6085/AA/SHB001_021ADCP020R00_20010813.50.3",3,2001
"246",246,246,-119.85566,33.96617,"2005-03-15","2005-06-02","doi:10.6085/AA/MORXXX_015ADCP015R00_20050315.50.3",1,2005
"247",247,247,-121.898647,36.62185,"2008-04-21","2008-07-15","doi:10.6085/AA/HMS001_020ADCP019R00_20080421.50.1",2,2008
"248",248,248,-119.69602,34.0313,"2003-01-28","2003-04-24","doi:10.6085/AA/PELXXX_015ADCP015R00_20030128.50.4",1,2003
"249",249,249,-120.63583,34.86919,"2001-08-02","2001-10-27","doi:10.6085/AA/PTSXXX_015ADCP015R00_20010802.50.2",3,2001
"250",250,250,-124.090874,44.682,"1999-08-06","1999-10-12","doi:10.6085/AA/YH15CX_015ADCP014R00_19990806.50.4",3,1999
"251",251,251,-120.6268,34.726483,"1999-11-10","1999-12-23","doi:10.6085/AA/PURXXX_015ADCP015R00_19991110.50.1",3,1999
"252",252,252,-120.63583,34.86919,"2002-04-23","2002-06-12","doi:10.6085/AA/PTSXXX_015ADCP015R00_20020423.50.2",1,2002
"253",253,253,-121.898647,36.62185,"2001-01-22","2001-03-13","doi:10.6085/AA/HMS001_020ADCP019R00_20010122.50.2",3,2001
"254",254,254,-120.6276,34.72602,"2002-01-17","2002-04-02","doi:10.6085/AA/PURXXX_015ADCP015R00_20020117.50.4",3,2002
"255",255,255,-120.63583,34.86919,"2004-02-12","2004-05-05","doi:10.6085/AA/PTSXXX_015ADCP015R00_20040212.50.2",1,2004
"256",256,256,-120.4871,34.47344,"2001-02-15","2001-05-11","doi:10.6085/AA/JALXXX_015ADCP015R00_20010215.50.4",1,2001
"257",257,257,-122.15845,36.972121,"2004-01-28","2004-04-27","doi:10.6085/AA/SHB001_021ADCP020R00_20040128.50.3",1,2004
"258",258,258,-122.0799,36.9442,"2001-08-29","2001-11-09","doi:10.6085/AA/TPT001_018ADCP018R00_20010829.50.1",3,2001
"259",259,259,-124.065676,44.8415,"2001-04-30","2001-08-12","doi:10.6085/AA/FC08CX_008ADCP007R00_20010430.50.4",2,2001
"260",260,260,-122.0799,36.9442,"2002-04-16","2002-07-08","doi:10.6085/AA/TPT001_018ADCP018R00_20020416.50.1",1,2002
"261",261,261,-120.12842,33.89511,"2007-01-25","2007-04-24","doi:10.6085/AA/SRSXXX_015ADCP015R00_20070125.50.3",1,2007
"262",262,262,-122.08045,36.943421,"2004-07-17","2004-10-14","doi:10.6085/AA/TPT001_018ADCP018R00_20040716.50.3",2,2004
"263",263,263,-119.55941,34.05559,"2005-06-02","2005-08-25","doi:10.6085/AA/SCPXXX_015ADCP015R00_20050602.50.3",2,2005
"264",264,264,-124.100933,44.4991,"2005-06-22","2005-08-12","doi:10.6085/AA/SR15CX_015ADCP014R00_20050622.50.5",2,2005
"265",265,265,-120.63583,34.86919,"2000-12-05","2001-02-05","doi:10.6085/AA/PTSXXX_015ADCP015R00_20001205.50.3",3,2001
"266",266,266,-120.6268,34.726483,"2005-11-01","2006-01-27","doi:10.6085/AA/PURXXX_015ADCP015R00_20051101.50.1",3,2005
"267",267,267,-119.55941,34.05559,"2005-08-31","2005-11-14","doi:10.6085/AA/SCPXXX_015ADCP015R00_20050831.50.3",3,2005
"268",268,268,-122.0799,36.9442,"2006-10-11","2007-01-09","doi:10.6085/AA/TPT001_018ADCP018R00_20061011.50.1",3,2006
"269",269,269,-122.08045,36.943421,"2006-04-14","2006-07-14","doi:10.6085/AA/TPT001_018ADCP018R00_20060410.50.2",1,2006
"270",270,270,-120.6276,34.72602,"2008-02-19","2008-05-13","doi:10.6085/AA/PURXXX_015ADCP015R00_20080219.50.1",1,2008
"271",271,271,-121.9448,36.558,"2002-02-21","2002-05-17","doi:10.6085/AA/SWC001_022ADCP021R00_20020221.50.3",1,2002
"272",272,272,-124.120552,44.32,"2005-08-09","2005-09-06","doi:10.6085/AA/YB15CX_015ADCP014R00_20050809.50.3",2,2005
"273",273,273,-122.15845,36.972121,"2002-10-17","2002-12-31","doi:10.6085/AA/SHB001_021ADCP020R00_20021017.50.3",3,2002
"274",274,274,-121.9448,36.558,"2006-04-06","2006-07-05","doi:10.6085/AA/SWC001_022ADCP021R00_20060406.50.4",1,2006
"275",275,275,-120.6276,34.72602,"2000-01-04","2000-03-10","doi:10.6085/AA/PURXXX_015ADCP015R00_20000103.50.4",3,2000
"276",276,276,-124.025515,45.0019,"2001-04-20","2001-07-09","doi:10.6085/AA/CH15CX_015ADCP014R00_20010420.50.2",1,2001
"277",277,277,-124.122152,44.3208,"2000-07-05","2000-09-23","doi:10.6085/AA/YB15XX_015ADCP014R00_20000705.50.2",2,2000
"278",278,278,-122.15845,36.972121,"2002-07-07","2002-09-18","doi:10.6085/AA/SHB001_021ADCP020R00_20020705.50.2",2,2002
"279",279,279,-124.127332,44.2516,"2002-05-15","2002-06-26","doi:10.6085/AA/SH15CX_015ADCP014R00_20020515.50.2",2,2002
"280",280,280,-121.9448,36.558,"2006-09-29","2006-12-21","doi:10.6085/AA/SWC001_022ADCP021R00_20060929.50.4",3,2006
"281",281,281,-120.63583,34.86919,"2000-08-15","2000-11-09","doi:10.6085/AA/PTSXXX_015ADCP015R00_20000815.50.3",3,2000
"282",282,282,-122.08045,36.943421,"2001-08-29","2001-11-09","doi:10.6085/AA/TPT001_018ADCP018R00_20010829.50.3",3,2001
"283",283,283,-119.84111,34.06683,"2005-12-08","2006-03-05","doi:10.6085/AA/PROXXX_015ADCP015R00_20051208.50.5",3,2006
"284",284,284,-120.08,34.02,"2010-08-23","2011-02-14","doi:10.6085/AA/CTNXXX_015ADCP015R00_20100823.50.1",3,2010
"285",285,285,-122.08045,36.943421,"2005-01-12","2005-04-03","doi:10.6085/AA/TPT001_018ADCP018R00_20050110.50.3",3,2005
"286",286,286,-121.898647,36.62185,"2003-08-01","2003-10-24","doi:10.6085/AA/HMS001_020ADCP019R00_20030801.50.3",3,2003
"287",287,287,-119.69602,34.0313,"2007-09-07","2007-11-28","doi:10.6085/AA/PELXXX_015ADCP015R00_20070907.50.3",3,2007
"288",288,288,-122.08045,36.943421,"2006-10-11","2007-01-09","doi:10.6085/AA/TPT001_018ADCP018R00_20061011.50.4",3,2006
"289",289,289,-121.9448,36.5589,"2006-12-21","2007-03-14","doi:10.6085/AA/SWC001_022ADCP021R00_20061221.50.1",3,2007
"290",290,290,-121.9448,36.558,"2005-07-01","2005-09-28","doi:10.6085/AA/SWC001_022ADCP021R00_20050701.50.2",2,2005
"291",291,291,-121.898647,36.62185,"2001-01-22","2001-03-13","doi:10.6085/AA/HMS001_020ADCP019R00_20010122.50.3",3,2001
"292",292,292,-124.1264,44.2516,"2002-05-15","2002-06-26","doi:10.6085/AA/SH15CX_015ADCP014R00_20020515.50.1",2,2002
"293",293,293,-124.0734,44.8418,"2002-08-02","2002-09-04","doi:10.6085/AA/FC15CX_015ADCP014R00_20020802.50.1",2,2002
"294",294,294,-120.63583,34.86919,"2003-05-29","2003-08-23","doi:10.6085/AA/PTSXXX_015ADCP015R00_20030529.50.3",2,2003
"295",295,295,-122.15845,36.972121,"2001-01-31","2001-03-12","doi:10.6085/AA/SHB001_021ADCP020R00_20010130.50.2",3,2001
"296",296,296,-121.898647,36.62185,"2000-04-24","2000-05-30","doi:10.6085/AA/HMS001_020ADCP019R00_20000421.50.5",1,2000
"297",297,297,-124.075676,44.8417,"2002-05-13","2002-07-04","doi:10.6085/AA/FC30CX_030ADCP029R00_20020513.50.4",2,2002
"298",298,298,-122.1579,36.9729,"2003-07-27","2003-10-29","doi:10.6085/AA/SHB001_021ADCP020R00_20030725.50.1",3,2003
"299",299,299,-119.69602,34.0313,"2003-08-07","2003-11-01","doi:10.6085/AA/PELXXX_015ADCP015R00_20030807.50.4",3,2003
"300",300,300,-122.1579,36.9729,"2003-04-29","2003-07-27","doi:10.6085/AA/SHB001_021ADCP020R00_20030429.50.1",2,2003
"301",301,301,-122.15845,36.972121,"2000-06-19","2000-07-14","doi:10.6085/AA/SHB001_021ADCP020R00_20000619.50.2",2,2000
"302",302,302,-120.6276,34.72602,"2007-03-05","2007-05-26","doi:10.6085/AA/PURXXX_015ADCP015R00_20070305.50.2",1,2007
"303",303,303,-119.69602,34.0313,"2004-10-11","2004-12-20","doi:10.6085/AA/PELXXX_015ADCP015R00_20041011.50.6",3,2004
"304",304,304,-121.9448,36.558,"2004-04-11","2004-07-09","doi:10.6085/AA/SWC001_022ADCP021R00_20040409.50.4",1,2004
"305",305,305,-122.08045,36.943421,"2004-10-14","2005-01-12","doi:10.6085/AA/TPT001_018ADCP018R00_20041014.50.2",3,2004
"306",306,306,-121.9448,36.558,"2006-12-21","2007-03-14","doi:10.6085/AA/SWC001_022ADCP021R00_20061221.50.4",3,2007
"307",307,307,-119.69602,34.0313,"2004-12-20","2005-02-24","doi:10.6085/AA/PELXXX_015ADCP015R00_20041220.50.11",3,2005
"308",308,308,-119.69602,34.0313,"2003-05-12","2003-07-22","doi:10.6085/AA/PELXXX_015ADCP015R00_20030512.50.6",2,2003
"309",309,309,-121.9448,36.558,"2003-02-07","2003-05-01","doi:10.6085/AA/SWC001_022ADCP021R00_20030207.50.2",1,2003
"310",310,310,-120.63535,34.869817,"2002-08-29","2002-11-20","doi:10.6085/AA/PTSXXX_015ADCP015R00_20020829.50.1",3,2002
"311",311,311,-120.4871,34.47344,"2002-11-27","2003-03-03","doi:10.6085/AA/JALXXX_015ADCP015R00_20021127.50.2",3,2003
"312",312,312,-119.854783,33.966633,"2005-06-14","2005-08-31","doi:10.6085/AA/MORXXX_015ADCP015R00_20050614.50.1",2,2005
"313",313,313,-120.6276,34.72602,"2007-03-05","2007-05-26","doi:10.6085/AA/PURXXX_015ADCP015R00_20070305.50.4",1,2007
"314",314,314,-122.08045,36.943421,"2004-04-24","2004-07-17","doi:10.6085/AA/TPT001_018ADCP018R00_20040423.50.3",2,2004
"315",315,315,-121.898647,36.62185,"2001-05-04","2001-07-03","doi:10.6085/AA/HMS001_020ADCP019R00_20010504.50.2",2,2001
"316",316,316,-121.9448,36.5589,"2005-01-06","2005-04-05","doi:10.6085/AA/SWC001_022ADCP021R00_20050106.50.1",3,2005
"317",317,317,-120.6268,34.726483,"2006-03-30","2006-06-12","doi:10.6085/AA/PURXXX_015ADCP015R00_20060330.50.1",1,2006
"318",318,318,-124.128332,44.2523,"2004-07-09","2004-09-09","doi:10.6085/AA/SH15XX_015ADCP014R00_20040709.50.5",2,2004
"319",319,319,-124.0574,44.8565,"2005-04-25","2005-06-05","doi:10.6085/AA/LB15CX_015ADCP014R00_20050425.50.3",1,2005
"320",320,320,-121.9448,36.5589,"2001-11-30","2002-02-12","doi:10.6085/AA/SWC001_022ADCP021R00_20011129.50.1",3,2002
"321",321,321,-119.93203,34.42403,"1999-12-06","1900-02-08","doi:10.6085/AA/ELLXXX_015ADCP015R00_19991206.50.3",3,1950
"322",322,322,-120.6268,34.726483,"2000-01-04","2000-03-10","doi:10.6085/AA/PURXXX_015ADCP015R00_20000103.50.1",3,2000
"323",323,323,-122.15845,36.972121,"2004-04-29","2004-07-15","doi:10.6085/AA/SHB001_021ADCP020R00_20040429.50.4",2,2004
"324",324,324,-124.090874,44.682,"1999-08-06","1999-10-12","doi:10.6085/AA/YH15CX_015ADCP014R00_19990806.50.2",3,1999
"325",325,325,-124.062677,44.8424,"2001-04-20","2001-07-09","doi:10.6085/AA/FC15CX_015ADCP014R00_20010420.50.4",1,2001
"326",326,326,-119.85566,33.96617,"2008-01-15","2008-04-10","doi:10.6085/AA/MORXXX_015ADCP015R00_20080115.50.1",3,2008
"327",327,327,-120.6276,34.72602,"2000-05-13","2000-07-13","doi:10.6085/AA/PURXXX_015ADCP015R00_20000513.50.3",2,2000
"328",328,328,-120.63583,34.86919,"2002-11-27","2003-02-21","doi:10.6085/AA/PTSXXX_015ADCP015R00_20021127.50.4",3,2003
"329",329,329,-122.15845,36.972121,"2002-01-15","2002-04-11","doi:10.6085/AA/SHB001_021ADCP020R00_20020115.50.4",3,2002
"330",330,330,-119.69602,34.0313,"2004-12-20","2005-02-24","doi:10.6085/AA/PELXXX_015ADCP015R00_20041220.50.8",3,2005
"331",331,331,-121.898647,36.62185,"2005-09-19","2005-12-12","doi:10.6085/AA/HMS001_020ADCP019R00_20050919.50.4",3,2005
"332",332,332,-120.351,34.058,"2010-08-11","2011-02-14","doi:10.6085/AA/CUYXXX_015ADCP015R00_20100811.50.1",3,2010
"333",333,333,-119.85566,33.96617,"2005-03-15","2005-06-02","doi:10.6085/AA/MORXXX_015ADCP015R00_20050315.50.4",1,2005
"334",334,334,-119.55941,34.05559,"2004-12-20","2005-03-15","doi:10.6085/AA/SCPXXX_015ADCP015R00_20041220.50.3",3,2005
"335",335,335,-120.6276,34.72602,"2001-05-11","2001-07-24","doi:10.6085/AA/PURXXX_015ADCP015R00_20010511.50.2",2,2001
"336",336,336,-120.6276,34.72602,"2000-07-13","2000-10-04","doi:10.6085/AA/PURXXX_015ADCP015R00_20000713.50.2",2,2000
"337",337,337,-120.6276,34.72602,"2001-05-11","2001-07-24","doi:10.6085/AA/PURXXX_015ADCP015R00_20010511.50.4",2,2001
"338",338,338,-120.63583,34.86919,"2000-08-15","2000-11-09","doi:10.6085/AA/PTSXXX_015ADCP015R00_20000815.50.2",3,2000
"339",339,339,-122.08045,36.943421,"2005-10-04","2006-01-11","doi:10.6085/AA/TPT001_018ADCP018R00_20051004.50.4",3,2005
"340",340,340,-119.85566,33.96617,"2006-11-15","2006-12-26","doi:10.6085/AA/MORXXX_015ADCP015R00_20061115.50.3",3,2006
"341",341,341,-120.63583,34.86919,"2002-06-12","2002-07-23","doi:10.6085/AA/PTSXXX_015ADCP015R00_20020612.50.5",2,2002
"342",342,342,-121.9448,36.5589,"2006-09-29","2006-12-21","doi:10.6085/AA/SWC001_022ADCP021R00_20060929.50.1",3,2006
"343",343,343,-121.898647,36.62185,"2004-07-13","2004-10-09","doi:10.6085/AA/HMS001_020ADCP019R00_20040713.50.3",2,2004
"344",344,344,-120.63583,34.86919,"2003-05-29","2003-08-23","doi:10.6085/AA/PTSXXX_015ADCP015R00_20030529.50.2",2,2003
"345",345,345,-124.127332,44.2516,"2002-07-17","2002-09-03","doi:10.6085/AA/SH15CX_015ADCP014R00_20020717.50.2",2,2002
"346",346,346,-120.12842,33.89511,"2005-07-27","2005-10-11","doi:10.6085/AA/SRSXXX_015ADCP015R00_20050727.50.6",3,2005
"347",347,347,-121.898647,36.62185,"2000-08-18","2000-09-21","doi:10.6085/AA/HMS001_020ADCP019R00_20000818.50.3",3,2000
"348",348,348,-122.15845,36.972121,"2003-01-15","2003-04-10","doi:10.6085/AA/SHB001_021ADCP020R00_20030115.50.2",3,2003
"349",349,349,-124.1393,44.243,"2002-05-14","2002-07-05","doi:10.6085/AA/SH30CX_030ADCP029R00_20020514.50.1",2,2002
"350",350,350,-120.63583,34.86919,"2004-11-22","2005-02-17","doi:10.6085/AA/PTSXXX_015ADCP015R00_20041122.50.4",3,2005
"351",351,351,-120.12842,33.89511,"2005-07-27","2005-10-11","doi:10.6085/AA/SRSXXX_015ADCP015R00_20050727.50.9",3,2005
"352",352,352,-121.9448,36.558,"2006-04-06","2006-07-05","doi:10.6085/AA/SWC001_022ADCP021R00_20060406.50.3",1,2006
"353",353,353,-124.081686,44.7795,"2000-07-06","2000-09-21","doi:10.6085/AA/WC15XX_015ADCP014R00_20000706.50.4",2,2000
"354",354,354,-122.08045,36.943421,"2005-04-10","2005-07-11","doi:10.6085/AA/TPT001_018ADCP018R00_20050407.50.3",1,2005
"355",355,355,-119.93203,34.42403,"1999-10-20","1999-12-06","doi:10.6085/AA/ELLXXX_015ADCP015R00_19991020.50.2",3,1999
"356",356,356,-122.15845,36.972121,"2000-08-17","2000-09-18","doi:10.6085/AA/SHB001_021ADCP020R00_20000815.50.3",3,2000
"357",357,357,-119.69665,34.03065,"2004-07-13","2004-10-08","doi:10.6085/AA/PELXXX_015ADCP015R00_20040713.50.1",2,2004
"358",358,358,-120.63583,34.86919,"2001-05-22","2001-07-24","doi:10.6085/AA/PTSXXX_015ADCP015R00_20010522.50.3",2,2001
"359",359,359,-119.69665,34.03065,"2004-07-13","2004-10-08","doi:10.6085/AA/PELXXX_015ADCP015R00_20040713.50.2",2,2004
"360",360,360,-119.55941,34.05559,"2007-01-19","2007-04-10","doi:10.6085/AA/SCPXXX_015ADCP015R00_20070119.50.3",3,2007
"361",361,361,-120.4871,34.47344,"2004-05-26","2004-07-29","doi:10.6085/AA/JALXXX_015ADCP015R00_20040526.50.3",2,2004
"362",362,362,-121.898647,36.62185,"2002-03-04","2002-05-18","doi:10.6085/AA/HMS001_020ADCP019R00_20020304.50.3",1,2002
"363",363,363,-119.84111,34.06683,"2004-12-01","2005-02-24","doi:10.6085/AA/PROXXX_015ADCP015R00_20041201.50.2",3,2005
"364",364,364,-120.6276,34.72602,"2011-05-05","2011-08-16","doi:10.6085/AA/PURXXX_015ADCP015R00_20110505.50.1",2,2011
"365",365,365,-120.63535,34.869817,"2002-11-27","2003-02-21","doi:10.6085/AA/PTSXXX_015ADCP015R00_20021127.50.1",3,2003
"366",366,366,-119.69602,34.0313,"2002-07-09","2002-10-03","doi:10.6085/AA/PELXXX_015ADCP015R00_20020709.50.5",2,2002
"367",367,367,-121.898647,36.62185,"2003-02-09","2003-05-05","doi:10.6085/AA/HMS001_020ADCP019R00_20030209.50.2",1,2003
"368",368,368,-121.9448,36.5589,"2005-07-01","2005-09-28","doi:10.6085/AA/SWC001_022ADCP021R00_20050701.50.1",2,2005
"369",369,369,-120.4871,34.47344,"2003-09-02","2003-11-06","doi:10.6085/AA/JALXXX_015ADCP015R00_20030902.50.3",3,2003
"370",370,370,-122.08045,36.943421,"2005-01-12","2005-04-03","doi:10.6085/AA/TPT001_018ADCP018R00_20050110.50.2",3,2005
"371",371,371,-124.0574,44.8565,"2005-06-14","2005-08-10","doi:10.6085/AA/LB15CX_015ADCP014R00_20050614.50.4",2,2005
"372",372,372,-120.6276,34.72602,"2003-09-02","2003-11-06","doi:10.6085/AA/PURXXX_015ADCP015R00_20030902.50.2",3,2003
"373",373,373,-124.1268,44.252,"2003-07-16","2003-09-11","doi:10.6085/AA/SH15CX_015ADCP014R00_20030716.50.1",2,2003
"374",374,374,-122.08045,36.943421,"2004-04-24","2004-07-17","doi:10.6085/AA/TPT001_018ADCP018R00_20040423.50.2",2,2004
"375",375,375,-121.898647,36.62185,"2006-12-01","2007-02-09","doi:10.6085/AA/HMS001_020ADCP019R00_20061201.50.5",3,2007
"376",376,376,-120.63583,34.86919,"2002-01-17","2002-04-02","doi:10.6085/AA/PTSXXX_015ADCP015R00_20020117.50.3",3,2002
"377",377,377,-122.15845,36.972121,"2003-04-29","2003-07-27","doi:10.6085/AA/SHB001_021ADCP020R00_20030429.50.4",2,2003
"378",378,378,-121.898647,36.62185,"2001-07-03","2001-09-12","doi:10.6085/AA/HMS001_020ADCP019R00_20010703.50.3",2,2001
"379",379,379,-120.12842,33.89511,"2007-11-15","2008-02-27","doi:10.6085/AA/SRSXXX_015ADCP015R00_20071115.50.7",3,2008
"380",380,380,-121.898647,36.62185,"2006-03-13","2006-06-12","doi:10.6085/AA/HMS001_020ADCP019R00_20060313.50.4",1,2006
"381",381,381,-120.6276,34.72602,"2002-01-17","2002-04-02","doi:10.6085/AA/PURXXX_015ADCP015R00_20020117.50.2",3,2002
"382",382,382,-121.9448,36.5589,"2004-04-11","2004-07-09","doi:10.6085/AA/SWC001_022ADCP021R00_20040409.50.1",1,2004
